Priority,UPC,Item Name,Brand,Vendors,Vendor List,Min Price,Avg Price
153,3365440003866,"Yves Saint Laurent Kouros EDT for Men | 3.3 oz / 100 ml - SPR",Yves Saint Laurent,6,"Aairie; Cosmo; Network; United; BS; Classic",34.5,39.46
154,8435137759811,"PRADA LUNA ROSSA CARBON - Prada - EAU DE TOILETTE SPRAY 1.7 oz Men",N/A,6,"Aairie; Acme; Cosmo; Nandansons; PWW; Classic",34.5,39.81
155,3386460126571,"COACH WILD ROSE 3.0 EDP W",N/A,6,"Cosmo; Nandansons; PWW; Classic; Perfume Price; Luxury",35,38.08
156,3386460142175,"COACH LOVE EDP 90ML",Cartier,6,"Cosmo; Nandansons; PWW; Classic; Perfume Price; Luxury",36,41.25
157,8057971180509,"Dolce & Gabbana The One EDT for Men | 3.3 oz / 100 ml",Dolce & Gabbana,6,"Aairie; Nandansons; United; Classic; Haz; Perfume Price",36.5,37.54
158,8057971188284,"Dolce & Gabbana Devotion Eau De Parfum Intense for Women | 1.7 oz / 50 ml - Spray - Intense",Dolce & Gabbana,6,"Nandansons; PWW; BS; Classic; Haz; Perfume Price",36.5,39.12
159,850050062073,"BHARARA BLEU ( M ) ED Parfum SP 3.4 OZ",N/A,6,"Aairie; PWW; Nandansons; United; French; Perfume Price",36.75,39.62
160,3439600056921,"T MUGLER Alien Refillable Wom EDP (60ml)",N/A,6,"Cosmo; Nandansons; BS; Classic; Haz; Perfume Price",37,39.29
161,3274870002694,"GIVENCHY ANGE OU DEMON SECRET 1.7 EDP SPR (W)",Givenchy,6,"Cosmo; BS; Classic; Haz; Perfume Price; Fragrance Depot",37,41.12
162,8057971187829,"Dolce & Gabbana Q  Eau De Parfum Intense  for Women | 3.3 oz / 100 ml - Spray - Intense",Dolce & Gabbana,6,"Nandansons; BS; Classic; Perfume Price; Luxury; Fragrance Depot",37,50.04
163,8057971188192,"D&G [W] LIGHT BLUE 3.3 Oz EDT SPR [NEW]",N/A,6,"Aairie; Nandansons; BS; Classic; Haz; Perfume Price",39,40.43
164,8057971183739,"Dolce & Gabbana Devotion Eau De Parfum for Women | 3.3 oz / 100 ml - Spray",Dolce & Gabbana,6,"Aairie; United; BS; Classic; Perfume Price; Luxury",39,48.21
165,8057971181568,"D&G The One For Men Intense EDP(100ml)",N/A,6,"Aairie; Acme; Nandansons; BS; Perfume Price; Luxury",39,42.47
166,3346470143203,"GUERLAIN IDYLLE 2.5 EDP W (NEW PACKAGING)",DIOR,6,"Cosmo; Nandansons; BS; Haz; Perfume Price; Fragrance Depot",39,51.75
167,8057971180493,"Dolce & Gabbana The One EDP for Women | 2.5 oz / 75 ml",Dolce & Gabbana,6,"Aairie; Nandansons; BS; Classic; French; Perfume Price",40,43.00
168,3439600056532,"Thierry Mugler Angel EDP for Women | 1.7 oz / 50 ml - Refillable",Thierry Mugler,6,"Cosmo; Nandansons; Network; BS; Classic; Haz",40,43.54
169,3274872456686,"Givenchy Organza Eau de Parfum 100ml",N/A,6,"Aairie; Cosmo; United; BS; Classic; Luxury",42,46.37
170,3346470143197,"GUERLAIN L'instant De Guerlain For Women 2.5 oz Edp Spray",DIOR,6,"Aairie; BS; Haz; Classic; Perfume Price; Fragrance Depot",42,50.38
171,8057971180417,"Dolce & Gabbana EDT for Men | 6.7 oz / 200 ml",Dolce & Gabbana,6,"Aairie; Nandansons; BS; French; Perfume Price; Luxury",42.5,47.75
172,3147758235500,"Lancome Hypnose EDP for Women | 2.5 oz / 75 ml",Lanc�me,6,"Aairie; Cosmo; BS; Classic; Perfume Price; Fragrance Depot",43.5,47.90
173,3614229829006,"MY BURBERRY BLACK PARFUM (L) 3.0 OZ EDP SPRAY",N/A,6,"Cosmo; Nandansons; BS; French; Perfume Price; Luxury",45,50.39
174,3386460129879,"JIMMY CHOO I Want Choo Forever Wom EDP (100ml)",N/A,6,"Aairie; Acme; Cosmo; Nandansons; Classic; Fragrance Depot",47.25,51.78
175,3147758155112,"Lancome Poeme Eau De Parfum for Women | 3.4 oz / 100 ml - Spray",Lancome,6,"Aairie; Nandansons; BS; Classic; Perfume Price; Fragrance Depot",48,52.65
176,3614226905963,"MY BURBERRY(L) 3.0 OZ EDP",N/A,6,"Aairie; Acme; BS; Haz; Classic; Luxury",48.5,57.07
177,3439600056655,"Thierry Mugler Angel W 3.4 edp spr",N/A,6,"Aairie; Nandansons; United; BS; Haz; Classic",48.75,58.89
178,3439600056969,"Thierry Mugler Alien EDP for Women | 3 oz / 90 ml - Refillable",Thierry Mugler,6,"Aairie; Cosmo; Nandansons; BS; Luxury; Fragrance Depot",49.75,62.21
179,3349668617173,"Paco Rabanne Lady Million Royal Eau de Parfum 80ml",N/A,6,"Aairie; Acme; Nandansons; United; BS; Perfume Price",49.75,55.84
180,3274870002717,"Givenchy Ange Ou Demon Le Secret EDP for Women | 3.4 oz / 100 ml - SPR",Givenchy,6,"United; French; Haz; Classic; Luxury; Fragrance Depot",51,58.57
181,3616300892442,"BURBBERY HER LONDON DREAM (L) 3.4OZ EDP",N/A,6,"Aairie; Acme; Nandansons; Classic; Luxury; Fragrance Depot",51.5,58.06
182,3351500009848,"AZZARO WANTED NIGHT 3.4OZ EDP MEN",Coach,6,"Aairie; Nandansons; BS; Haz; Luxury; Fragrance Depot",52,58.96
183,3614273636513,"Giorgio Armani Armani Code Eau De Toilette for Men | 4.2 oz / 125 ml (Refillable) - Spray - Refillable",Giorgio Armani,6,"Aairie; Acme; Nandansons; French; Classic; Luxury",54,58.17
184,3349666007921,"Paco Rabanne 1 Million EDT for Men | 3.3 oz / 100 ml",Paco Rabanne,6,"Aairie; Nandansons; United; Haz; Classic; Fragrance Depot",55,56.25
185,3349668630349,"PACO ONE MILLION GOLD INTENSE 3.4 EDP SPR (M)",N/A,6,"Acme; Nandansons; United; Haz; Classic; Fragrance Depot",67.5,71.38
186,3349668592388,"PACO INVICTUS VICTORY 6.7 EDP M  (116493)",N/A,6,"Aairie; Nandansons; BS; Haz; Classic; Fragrance Depot",75.5,79.46
187,3348900012219,"Christian Dior Fahrenheit EDT for Men | 3.4 oz / 100 ml - SPR",Christian Dior,6,"United; BS; Haz; Classic; Luxury; Fragrance Depot",78,84.50
188,3614274000597,"Prada Paradoxe Virtual Flower Eau De Parfum for Women | 3 oz / 90 ml (Refillable) - Spray",Prada,6,"Aairie; Nandansons; BS; Haz; Classic; Fragrance Depot",78.5,86.75
189,3614274024760,"VLTN BIR GREEN DONNA SP100ML",N/A,6,"Aairie; Acme; Nandansons; BS; Haz; Classic",84,90.31
190,35017008145,"Coty Jovan White Musk Cologne for Men | 3 oz / 88 ml",Coty,5,"BS; Cosmo; Network; General; MTZ",2.75,4.74
191,3607341046734,"Coty Jovan Black Musk Cologne for Men | 3 oz / 90 ml",Coty,5,"BS; Cosmo; Network; French; General",3.8,5.04
192,3607341047038,"Jovan Black Musk Cologne for Women | 3.25 oz / 96 ml - SPR",Jovan,5,"BS; Cosmo; French; Haz; MTZ",4.15,4.74
193,35017008657,"Coty Jovan White Musk Cologne for Women | 3.25 oz / 96 ml",N/A,5,"BS; Cosmo; Network; Haz; General",4.75,5.76
194,3614229832259,"Coty Aspen Cologne Spray for Men | 4 oz / 120 ml",Coty,5,"Cosmo; Haz; Heritage; MTZ; Luxury",4.75,6.79
195,35017008923,"Coty Jovan Musk Cologne for Women | 3.25 oz / 96 ml",N/A,5,"BS; Cosmo; Network; Haz; General",4.85,5.94
196,35017009029,"Coty Jovan Musk Cologne for Men | 3 oz / 88 ml",Jovan,5,"BS; Network; French; Heritage; General",5,6.11
197,719346373906,"Elizabeth Arden TRUE Love EDT for Women | 3.3 oz / 100 ml",Elizabeth Arden,5,"Cosmo; Network; BS; General; Perfume Center",7.65,8.33
198,3616303462062,"David Beckham Classic Homme Eau de Toilette 100ml",N/A,5,"Cosmo; BS; General; MTZ; Luxury",7.7,9.12
199,6294015155693,"ARMAF ART D'AMOUR (W)EDP 3.38 oz",REVER,5,"Acme; BS; French; Perfume Center; MTZ",9,13.10
200,603531175065,"Pierre Cardin EDC for Men | 2.8 oz / 80 ml - SPR",Pierre Cardin,5,"Network; French; PWW; BS; Perfume Center",9,11.34
201,98691037603,"Liz Claiborne Curve Chill Cologne for Men | 4.2 oz / 125 ml",N/A,5,"Network; PWW; ET; Classic; Perfume Center",9.25,11.50
202,98691030475,"Liz Claiborne Curve Wave EDT for Women | 3.4 oz / 100 ml",N/A,5,"Network; PWW; BS; ET; Perfume Center",9.25,10.39
203,6291107456355,"LATTAFA AMEERAT AL ARAB 3.4 EDP U  (126272)",N/A,5,"PWW; French; ET; MTZ; Classic",9.45,11.86
204,719346504911,"Liz Claiborne Curve Chill EDT for Women | 3.4 oz / 100 ml - SPR",Liz Claiborne,5,"Network; PWW; ET; Classic; Perfume Center",9.5,11.20
205,6290360597133,"Lattafa Ajwad Pink To Pink Eau de Parfum 60ml",Victoria's Secret,5,"PWW; BS; French; MTZ; Luxury",10,15.00
206,67724200017,"Alfred Sung Hei EDT for Men | 3.4 oz / 100 ml",Alfred Sung,5,"Cosmo; PWW; CBS; Classic; Perfume Center",10.4,12.33
207,3414202000510,"Cool Water M 1.35 oz ",N/A,5,"Cosmo; Network; PWW; Haz; Perfume Center",10.45,11.93
208,8002135139053,"Ferrari Scuderia Red M 4.2 edt spr",N/A,5,"Cosmo; Network; MTZ; Classic; Luxury",10.75,14.99
209,3360373063697,"Cacharel Amor Amor EDT for Women | 1 oz / 30 ml",Cacharel,5,"Cosmo; PWW; BS; MTZ; Perfume Center",10.85,12.52
210,856515004572,"HUMMER LEGENDARY EDT SP 4.2oz",N/A,5,"French; PWW; BS; Classic; Perfume Center",10.9,12.53
211,3355992004596,"Ted Lapidus Rumba. EDT for Women | 3.33 oz / 100 ml - SPR",Ted Lapidus,5,"Network; CBS; ET; Classic; Perfume Center",11.25,12.43
212,3414206000059,"Joop EDT for Women | 3.4 oz / 100 ml",Joop!,5,"Cosmo; Network; BS; Haz; Perfume Center",12,14.29
213,3607343191005,"Katy Perry Meow! Eau De Parfum for Women | 3.3 oz / 100 ml - Spray",Katy Perry,5,"Network; French; ET; Classic; Perfume Center",12,13.38
214,6294015168150,"ARMAF MISS MAGNIFIQUE EDP SP 3.4oz",N/A,5,"Acme; BS; Classic; French; MTZ",13,18.86
215,5050456110018,"Jennifer Lopez Miami Glow EDT for Women | 3.3 oz / 100 ml - SPR",Jennifer Lopez,5,"Cosmo; Network; PWW; CBS; French",13.5,14.41
216,6294015102239,"ARMAF CLUB LE PARFAIT   - EAU DE TOILETTE SPRAY 3.6 oz..",N/A,5,"PWW; CBS; BS; French; Luxury",13.5,15.25
217,688575179415,"Vera Wang Fragrances Vera Wang Princess EDT for Women | 3.4 oz / 100 ml",Vera Wang Fragrances,5,"Cosmo; French; ET; MTZ; Classic",13.75,15.10
218,88300150458,"Calvin Klein Obsession Night EDT for Men | 4 oz / 120 ml",Calvin Klein,5,"Cosmo; BS; Haz; French; Luxury",14,17.51
219,98691026249,"Liz Claiborne Curve Crush Cologne for Men | 4.2 oz / 125 ml",Liz Claiborne,5,"Cosmo; Network; CBS; BS; Classic",14.5,15.58
220,3360373063741,"TESTER AMOR AMOR WOMAN 3.3 EDT SP NO CAP  ",N/A,5,"Cosmo; Network; Haz; French; Classic",14.5,16.43
221,3605972342621,"Ralph Lauren Big Pony 1 Eau De Toilette for Men | 3.4 oz / 100 ml - Spray",RALPH LAUREN,5,"Cosmo; United; BS; French; Classic",15,16.44
222,6291108733875,"LATTAFA BADE'E AL OUD AMETHYST (L) EDP 100 ml",N/A,5,"French; ET; MTZ; Classic; Perfume Price",15,16.90
223,6291107458328,"LATTAFA BADE'E AL OUD FOR GLORY (U) EDP 100 ml",N/A,5,"French; ET; MTZ; Classic; Perfume Price",15.5,17.35
224,6291108738504,"LATTAFA Haya EDP 3.4 oz (100 ml) (w)",JO MALONE,5,"Classic; French; ET; Perfume Center; MTZ",15.65,17.32
225,6085010094977,"Armaf Club De Nuit Intense Woman Eau De Parfum 105ml",N/A,5,"Network; CBS; ET; Perfume Center; Perfume Price",15.75,17.79
226,608940519769,"Paris Hilton Man EDT for Men | 3.4 oz / 100 ml - SPR",Paris Hilton,5,"Network; United; BS; ET; Perfume Center",16,17.17
227,6291108730515,"Lattafa Yara W 3.4 edp spr",Pacifica,5,"Network; CBS; Classic; French; Perfume Price",16,18.86
228,716393029176,"Paul Sebastian Ps Cologne for Men | 8 oz / 240 ml - SPL",Paul Sebastian,5,"Cosmo; Network; Classic; BS; Perfume Center",16.35,18.22
229,3614226905208,"Burberry London EDP for Women | 1 oz / 30 ml",Burberry,5,"Network; Classic; Haz; Perfume Center; Perfume Price",16.4,18.19
230,608940565056,"GOLD RUSH - Paris Hilton - EAU DE PARFUM SPRAY 3.4 oz / 100 ml",N/A,5,"Cosmo; Network; United; Classic; BS",17,18.11
231,6290360593661,"LATTAFA "KHAMRAH QAHWA" 3.3 OZ EDP SPR [U]",Victoria's Secret,5,"Network; United; Classic; French; Perfume Price",17,18.57
232,3614226905789,"Burberry For Men Eau de Toilette 50ml",N/A,5,"Network; Classic; Haz; Perfume Center; Perfume Price",17,18.82
233,3614224821944,"Calvin Klein Eternity Air Eau De Parfum 100ml",N/A,5,"BS; Perfume Center; Classic; Perfume Price; Luxury",17,20.67
234,88300073627,"Calvin Klein Truth EDT for Men | 3.4 oz / 100 ml",Calvin Klein,5,"Cosmo; French; Perfume Center; Perfume Price; Luxury",17.25,20.50
235,6290360595764,"LATTAFA TERIAQ 3.4 EAU DE PARFUM SPRAY",Victoria's Secret,5,"United; Classic; French; Perfume Center; Perfume Price",17.25,20.46
236,3386460036405,"BOUCHERON Boucheron EDT for Men | 3.3 oz / 100 ml",BOUCHERON,5,"Network; United; CBS; Classic; Perfume Center",17.5,19.36
237,3614228834032,"NAUTICA [M] VOYAGE 6.7 Oz EDT SPR [LARGE]",Yves Saint Laurent,5,"Cosmo; United; Classic; Haz; Perfume Price",18.5,20.42
238,3614227293960,"Escada Magnetism EDP for Women | 2.5 oz / 75 ml - SPR",N/A,5,"Haz; ET; Perfume Center; Classic; Perfume Price",18.5,20.15
239,3386460136549,"JIMMY CHOO Rose Passion Wom EDP (100ml)",Dolce & Gabbana,5,"Nandansons; CBS; Classic; French; Perfume Price",21,24.42
240,6294015132120,"Armaf Club de Nuit Milestone W 3.6 edp spr",N/A,5,"Network; United; ET; Perfume Center; Luxury",21,26.00
241,855560005060,"Sean John Unforgivable 3 Pc. Gift Set ( 1 x EDT Spray 4.2 oz + 1 x Unforgivable Aftershave Balm 3.4 oz + 1 x Sean John Shower Gel 3.4 oz )",Sean John,5,"BS; Classic; French; Perfume Center; Perfume Price",21.5,25.25
242,719346593946,"Juicy Couture Viva La Juicy La Fleur Eau De Toilette for Women | 5 oz / 150 ml - Spray",Juicy Couture,5,"Cosmo; United; Classic; Perfume Center; Perfume Price",21.7,25.82
243,3386461515671,"LANVIN Eclat D' Arpege EDP for Women | 3.3 oz / 100 ml - SPR",LANVIN,5,"Cosmo; BS; CBS; Perfume Center; Perfume Price",22.5,24.14
244,6294015136470,"Armaf Club de Nuit Sillage W 3.6 edp spr",TOKYOMILK,5,"United; CBS; Classic; Perfume Price; Luxury",22.5,26.28
245,8052464891412,"Salvatore Ferragamo Acqua Essenziale Eau de Toilette 100ml",N/A,5,"PWW; CBS; Classic; Perfume Price; Luxury",23,28.86
246,3386460149242,"LACOSTE L.12.12 ROSE EAU FRAICHE 3.3 EAU DE TOILETTE SPRAY.",N/A,5,"Nandansons; United; BS; French; Perfume Price",23.25,27.34
247,3386460149440,"Lacoste Touch Of Pink Pour Femme Edt Spray 90 ml",N/A,5,"Acme; Cosmo; United; Classic; Perfume Price",23.5,25.14
248,3614226905154,"Burberry Brit EDT for Men (New Packaging) | 3.3 oz / 100 ml",Burberry,5,"Nandansons; BS; French; Perfume Center; Luxury",23.75,28.10
249,3386460071727,"Jimmy Choo Illicit EDP for Women | 3.3 oz / 100 ml",Jimmy Choo,5,"Classic; French; Perfume Center; PWW; Perfume Price",23.9,26.63
250,3386460132763,"MONT BLANC Signature Absolue Wom EDP (90ml)",DOLCE & GABBANA,5,"Acme; Cosmo; French; Perfume Center; PWW",24,25.63
251,6297001158043,"XO XCLUSIF OUD ROUGE - Orientica - EXTRAIT DE PARFUM SPRAY  2.0 oz / 60 ml",N/A,5,"United; CBS; French; PWW; Perfume Price",24,30.25
252,3614274098440,"AZZ CHROME AZURE EDT 2024 SP100ML",N/A,5,"United; Classic; Perfume Center; PWW; Luxury",24,28.96
253,719346297011,"WHITE DIAMONDS 4 PCS SET FOR WOMEN: 3.3 EAU DE TOILETTE SPRAY + 0.33 EAU DE TOILETTE SPRAY + 3.3 BODY LOTION + 3.3 BODY WASH ",ELIZABETH TAYLOR,5,"Nandansons; BS; Classic; Perfume Center; PWW",24.5,27.40
254,6294015164992,"ARMAF CLUB KEY DREAMS EDP SP 3.4oz",N/A,5,"Acme; PWW; BS; Classic; French",25,31.87
255,6294015165005,"ARMAF CLUB KEY SUCESS EDP SP 3.4oz",N/A,5,"Acme; PWW; BS; Classic; Fragrance Depot",25,34.18
256,27131019817,"Estee Lauder Collection 5 Pc. Gift Set ( Miniature Of White Linen &  Intuition & Pleasures & Beautiful & Youth-dew) for Women by Estee Lauder",Estee Lauder,5,"Cosmo; Nandansons; Classic; Perfume Center; PWW",25,29.41
257,8011003996025,"VERSACE Pour Homme EDT TST (100ml)",CAROLINA HERRERA,5,"Nandansons; Network; BS; Classic; Perfume Price",25,26.30
258,3386460149266,"LACOSTE L.12.12 ROSE EAU INTENSE 3.3 EAU DE TOILETTE SPRAY FOR WOMEN",N/A,5,"Nandansons; United; Classic; French; Perfume Price",25,27.08
259,3386460103688,"JIMMY CHOO Floral Wom EDT (90ml)",N/A,5,"Network; CBS; Classic; PWW; Perfume Price",25,28.00
260,27131286905,"Estee Lauder Pleasures Intense EDP for Women | 3.3 oz / 100 ml",N/A,5,"United; Perfume Center; Classic; PWW; Luxury",25,35.00
261,6291100130849,"AL HARAMAIN [W] JUNOON ROSE 2.5 Oz EDP SPR [GOLD]",American Crew,5,"Nandansons; PWW; United; Classic; Perfume Center",25.45,28.41
262,6290171072980,"AFNAN - 9PM M 3 PCS SET 3,4 EDO + 5.0 S.GEL + 5.0 DEO",N/A,5,"Nandansons; United; Haz; French; Perfume Price",25.5,26.10
263,6290171074243,"AFNAN - 9AM DIVE 3 PCS SET 3.4 EDP + 5.0 S.GEL + 5.0 DEO",N/A,5,"Nandansons; United; Classic; Haz; French",25.5,27.83
264,3346133500046,"HERMES H24 REMPLISS EDT 50ML",N/A,5,"Aairie; Cosmo; PWW; Classic; Perfume Center",26,29.84
265,8431754008912,"HALLOWEEN MY WISH EDP 100ML",N/A,5,"Nandansons; PWW; United; Haz; Perfume Price",26,30.32
266,844061002302,"Perry Ellis 360 Red EDT for Men | 6.7 oz / 200 ml - SPR",Perry Ellis,5,"PWW; Network; BS; Classic; Perfume Center",26,28.79
267,22548386231,"Aramis Classic Deluxe Edition Eau de Toilette 240ml",N/A,5,"Cosmo; Nandansons; Classic; PWW; Perfume Price",26.25,29.13
268,892456000266,"Parlux Fragrances Animale EDP for Women | 6.8 oz / 200 ml - SPR",Parlux Fragrances,5,"PWW; United; Classic; Perfume Center; Perfume Price",26.25,29.22
269,3605521515629,"Viktor & Rolf Spicebomb EDT for Men | 1.7 oz / 50 ml",Viktor & Rolf,5,"Acme; Nandansons; PWW; Classic; Perfume Price",26.5,30.23
270,3360377032767,"RALPH LAUREN Polo Black EDT for Men | 4.2 oz / 125 ml",RALPH LAUREN,5,"Cosmo; United; Classic; Haz; Perfume Price",26.5,28.25
271,6294015164176,"ARMAF CLUB DE NUIT UNTOLD EDP SP 3.6 oz",N/A,5,"Network; United; Classic; Perfume Center; Perfume Price",26.5,28.65
272,3386460109369,"JIMMY CHOO Urban Hero Men EDP (100ml)",N/A,5,"Aairie; PWW; United; Classic; Perfume Price",26.95,29.20
273,887167095878,"Est�e Lauder Cinnabar Eau De Parfum 50ml",N/A,5,"Cosmo; Nandansons; PWW; Classic; Perfume Center",27,30.93
274,3386460149198,"LACOSTE L.12.12 ROSE SPARKLING 3.3 EAU DE TOILETTE SPRAY FOR WOMEN",CARTIER,5,"Nandansons; PWW; United; Classic; Perfume Price",27.5,29.91
275,3605521034014,"Diesel Only The Brave EDT for Men | 4.2 oz / 125 ml",Diesel,5,"Nandansons; PWW; Network; BS; Perfume Price",27.5,29.92
276,3386460142182,"COACH LOVE EDP 50ML",Cartier,5,"Acme; Cosmo; Nandansons; Classic; Perfume Price",27.75,29.96
277,3386460149174,"LACOSTE L 12.12 NOIR MEN 3.3 EDT SP   ",N/A,5,"Aairie; PWW; United; Classic; Perfume Price",28,29.14
278,3386460129893,"Jimmy Choo I Want Choo Forever Eau de Parfum 40ml",N/A,5,"Acme; PWW; BS; Classic; Perfume Price",28,30.13
279,85715571502,"Oscar de la Renta Oscar Eau De Toilette for Women | 6.7 oz / 200 ml - Spray",N/A,5,"PWW; Network; Classic; Perfume Center; Perfume Price",28,32.64
280,812256024279,"Ariana Grande Thank U Next Eau De Parfum for Women | 3.4 oz / 100 ml - Spray",Ariana Grande,5,"PWW; Network; United; Classic; Luxury",29,34.71
281,6294015131017,"ARMAF CLUB INTENSE PARFUM 5oz",TokyoMilk,5,"PWW; Network; United; BS; Perfume Center",29.45,33.57
282,8057971180455,"DOLCE&GABBANA INTENSO(M)EDP SP 2.5oz(LI FREE)                                                        ",N/A,5,"PWW; BS; Haz; Perfume Center; Perfume Price",29.5,32.10
283,6291106814989,"AL HARAMAIN PALM DUBAI(U)EXTRAIT DE PARFUM SP 3.33oz(LI FREE)                                        ",N/A,5,"PWW; United; Classic; Perfume Center; Perfume Price",29.75,33.07
284,6291106813128,"*AL HARAMAIN [W] AMBER OUD ULTRA VIOLET 2.0 Oz EDP SPR [PINK]",N/A,5,"Aairie; PWW; United; Perfume Center; Perfume Price",30,34.25
285,27131006534,"Estee Lauder Knowing EDP for Women | 2.5 oz / 75 ml",N/A,5,"Nandansons; PWW; United; Perfume Center; Luxury",30,37.94
286,3147758029390,"Lancome Miracle EDP for Women | 1.7 oz / 50 ml",Lancome,5,"Cosmo; PWW; Haz; Perfume Price; Fragrance Depot",30.5,38.20
287,31655513027,"Marc Jacobs Daisy EDT for Women | 1.7 oz / 50 ml",N/A,5,"Aairie; Cosmo; Classic; Haz; Perfume Price",31,32.05
288,6295199800942,"Armaf Island Bliss Eau De Parfum 100 ml (woman)",N/A,5,"Aairie; Nandansons; United; Classic; Perfume Price",31,32.50
289,6294015105247,"Armaf Club De Nuit Intense 4PC Men Set",N/A,5,"PWW; Network; United; Perfume Center; Perfume Price",31,33.66
290,3386460108119,"Coach Floral Blush Eau De Parfum 90ml",N/A,5,"PWW; Classic; French; Perfume Price; Luxury",31,36.36
291,3386460149082,"Lacoste L.12.12 Blanc M 3.4 edt spr",N/A,5,"Acme; Nandansons; United; Classic; Perfume Price",31.5,32.36
292,3423222015961,"D&G Light Blue Forever EDP 1.7 oz Spray L",KERASTASE,5,"PWW; Classic; Perfume Center; Perfume Price; Luxury",31.5,38.57
293,6294015131024,"ARMAF CLUB NUIT DE INTENSE  - - EAU DE PARFUM SPRAY 6.7 oz",N/A,5,"Network; United; Classic; Haz; Fragrance Depot",31.5,35.50
294,3386460113588,"MONT BLANC SIGNATURE - EAU DE PARFUM  SPRAY 3.0 oz  Women",N/A,5,"Aairie; PWW; Perfume Center; Classic; Perfume Price",31.75,34.77
295,3614229828993,"BURBERRY MY BLACK EDP SP 1.7oz",Burberry,5,"Acme; Nandansons; BS; Classic; Haz",32,37.00
296,6295199800959,"Armaf Yum Yum Eau De Parfum 100 ml (woman)",N/A,5,"Aairie; Nandansons; United; Classic; Perfume Price",32.5,33.33
297,3605972793317,"POLO - Ralph Lauren - EAU DE TOILETTE SPR 4.2 oz / 125 ml",VALENTINO,5,"Nandansons; PWW; Network; Classic; Perfume Price",33,35.06
298,8054754404739,"D&G DEVOTION POUR HOMME 1.7 EDP SP",N/A,5,"Nandansons; PWW; BS; Classic; Perfume Price",33.5,39.63
299,8057971188727,"Dolce & Gabbana The One Gold   Eau De Parfum Intense  for Men | 3.3 oz / 100 ml - Spray - Intense",Dolce & Gabbana,5,"Aairie; Nandansons; PWW; BS; Fragrance Depot",34,40.86
300,8011003878611,"MOSCHINO Toy 2 Pearl For Women 3.4oz Edp Spray (New)",CAROLINA HERRERA,5,"PWW; United; BS; Classic; Perfume Price",34,39.32
301,8057971188000,"Dolce & Gabbana Dolce Blue Jasmine Eau De Parfum for Women | 2.5 oz / 75 ml - Spray",Dolce & Gabbana,5,"Aairie; BS; French; Perfume Price; Luxury",35,41.42
302,6291100130160,"Al Haramain Amber Oud Carbon Edition Eau De Parfum 100ml",Victoria's Secret,5,"PWW; United; BS; Classic; Perfume Price",35,40.95
303,8057971181544,"D&G KING(M) 3.3OZ EDT",N/A,5,"Aairie; PWW; BS; Classic; Perfume Price",35.5,38.90
304,3605521879905,"V&R BON BON(L) 1.7OZ EDP",Lancome,5,"Aairie; PWW; Classic; Haz; Perfume Price",35.5,37.91
305,8057971188116,"DG LIGHT BLUE 3.4 EDT M NEW 2025  (129944)",N/A,5,"Aairie; Nandansons; BS; Classic; Luxury",37.5,40.83
